,index,id,label,text,triple
262,2047,12797.json,False,"In 2009, his first year as mayor, Julin Castro received a sevenfigure referral fee that smells like a dirty financial gift from notorious personal injury lawyer Mikal Watts, a major Obama donor.","[['Mikal Watts', 'people/person/employment_history./business/employment_tenure/title', 'Lawyer']]"
263,2072,11193.json,True,"Emails released to the public show Hillary Clinton discussed the location of Ambassador Stevens, who of course was murdered, in Libya.","[['Hillary Clinton', 'people/person/employment_history./business/employment_tenure/title', 'Stevens'], ['Stevens', 'people/person/employment_history./business/employment_tenure/title', 'Ambassadør']]"
264,2078,9976.json,True,Says President Barack Obama has launched twice as many strikes oncountries that are predominantly Muslim than President George W. Bush.,"[['George W. Bush', 'people/person/employment_history./business/employment_tenure/title', 'President'], ['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
265,2083,11637.json,True,"The Milwaukee County executive can sell the public museum, the airport and the zoo  all on his own, without County Board approval","[['County', 'location/hud_county_place/county', 'Milwaukee']]"
266,2099,8397.json,False,A 10 million fire fee proposal in St. Petersburg was inspired by Gov. Rick Scott.,"[['Rick Scott', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
267,2105,1032.json,True,Judge Sotomayor has said that policy is made on the U.S. Court of Appeals.,"[['Javier Sotomayor', 'people/person/employment_history./business/employment_tenure/title', 'Judge']]"
268,2117,3014.json,True,I never proposed privatizing the Milwaukee County airport.,"[['County', 'location/hud_county_place/county', 'Milwaukee']]"
269,2125,5715.json,False,President Barack Obama has doubled the size of government since he took office.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
270,2150,3241.json,True,Senator Webb was a reliable vote for President Obama and Senator Harry Reid.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President'], ['James E. Webb', 'people/person/employment_history./business/employment_tenure/title', 'Barack Obama'], ['Harry Reid', 'people/person/employment_history./business/employment_tenure/title', 'Senator'], ['James E. Webb', 'people/person/employment_history./business/employment_tenure/title', 'Barack Obama'], ['James E. Webb', 'people/person/employment_history./business/employment_tenure/title', 'Senator']]"
271,2160,4765.json,True,"In Wisconsin, Gov. Scott Walker has created a manufacturingled jobs recovery. 30,000 new jobs were created this year, with 15,000 created in the struggling manufacturing sector.","[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', 'Wisconsin'], ['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
272,2163,8453.json,False,"Congress, criminals, Scientologists and other groups are exempt from Obamacare.","[['United States Congress', 'organization/organization/headquarters./location/mailing_address/country', 'Patient Protection and Affordable Care Act']]"
273,2165,10203.json,True,Ill be the only economist in the U.S. House.,"[['House M.D.', 'organization/organization/headquarters./location/mailing_address/country', 'Us (2019 film)'], ['Ill', 'organization/organization/headquarters./location/mailing_address/country', 'House M.D.'], ['Ill', 'organization/organization/headquarters./location/mailing_address/country', 'House M.D.']]"
274,2170,11514.json,False,"Says Ohio Gov. John Kasich got lucky with a thing called fracking, which is why Ohio is doing well.","[['John Kasich', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
275,2184,11759.json,True,Says President Barack Obama appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'United States Attorney General'], ['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'Eric Holder'], ['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
276,2201,9710.json,False,"So many people were critical of Secretary John Kerry going to Paris and talking with Hamas, because Kerry was seen as supporting Hamas to the exclusion of the Arab League.","[['John Kerry', 'organization/role/leaders./organization/leadership/person', 'Hamas'], ['John Kerry', 'people/person/employment_history./business/employment_tenure/title', 'Secretary']]"
277,2204,1973.json,False,A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.,"[['Barack Obama', 'people/person/nationality', 'Indonesia']]"
278,2218,3907.json,False,Says U.S. Rep. Paul Ryan promised to end health care for our seniors.,"[['Paul Ryan', 'people/person/employment_history./business/employment_tenure/title', 'REP']]"
279,2228,5615.json,True,Says he and President Barack Obama have the same position on gay marriage.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
280,2231,10288.json,True,Says President Barack Obama has lost more members of the House and more members of the Senate than any president ever has lost in modern times.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
281,2232,3143.json,True,President Barack Obama supports immigration amnesty.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
282,2235,2207.json,True,"The border security plan of Sens. McCain and Kyl called for 3,000 additional troops to keep us safe. President Obama says hell send 524.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
283,2236,4406.json,True,"Sherrod Brown has stood side by side with President Barack Obama, presiding over the most rapid increase in the debt over the last 2.5 years and hurtling toward the worst jobs record in the modern era.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President'], ['Sherrod Brown', 'people/person/employment_history./business/employment_tenure/title', 'Barack Obama'], ['Sherrod Brown', 'people/person/employment_history./business/employment_tenure/title', 'Barack Obama']]"
284,2253,949.json,False,"In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.","[['George W. Bush', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
285,2270,9272.json,False,Says Attorney General Eric Holder recently revealed this idea to have government have gun owners wear special bracelets that would identify you as a gun owner.,"[['Eric Holder', 'people/person/employment_history./business/employment_tenure/title', 'United States Attorney General']]"
286,2286,11835.json,False,This is the true picture of Milwaukees Renaissance after 12 years of Mayor Tom Barretts leadership.,"[['Tom Barrett (Wisconsin politician)', 'people/person/employment_history./business/employment_tenure/title', 'Mayor']]"
287,2287,3135.json,True,Says President Barack Obama revealed in his State of the Union address that he now is against earmarks.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
288,2290,2003.json,True,"Texas state Reps. Dan Branch and Jim Pitts, lieutenants to House Speaker Joe Straus, are helping Democrat Ellen Cohen against her Republican challenger, doing events with her in her district.","[['Joe Straus', 'people/person/employment_history./business/employment_tenure/title', 'Speaker i Representantenes hus i USA']]"
289,2300,9498.json,True,Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.,"[['David Clarke (sheriff)', 'organization/role/leaders./organization/leadership/person', 'Milwaukee County'], ['David Clarke (sheriff)', 'people/person/employment_history./business/employment_tenure/title', 'Sheriff']]"
290,2306,10766.json,False,The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state is clearly illegal. The Constitution says you cant take this stuff.,"[['Hillary Clinton', 'people/person/employment_history./business/employment_tenure/title', 'Secretary'], ['Hillary Clinton', 'people/person/employment_history./business/employment_tenure/title', 'State (polity)']]"
291,2318,1728.json,False,Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young.,"[['Jack Abramoff', 'people/person/employment_history./business/employment_tenure/title', 'Lobbyist'], ['Bill Young', 'people/person/employment_history./business/employment_tenure/title', 'REP']]"
292,2328,8659.json,False,School children can earn higher grades by studying Islam under a new nationwide Muslim outreach program announced by President Barack Obama.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
293,2331,8417.json,False,We went from 160 billion deficit spending in President George W. Bushs last year to 1.6 trillion the following year.,"[['George W. Bush', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
294,2335,4758.json,False,A bill supported by Gov. Scott Walker makes it so that drunk drivers who kill have an easier time of it.,"[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
295,2341,12930.json,False,Gonzales losing campaign against me last spring was funded with more than 1 million from supporters and allies of Governor Bruce Rauner.,"[['Bruce Rauner', 'people/person/employment_history./business/employment_tenure/title', 'Governor']]"
296,2348,8777.json,True,Obama unilaterally announced he was delaying employer mandate through a blog post by a midlevel bureaucrat at the Department of Treasury.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'Bureaucrat']]"
297,2359,12018.json,False,"NAFTA, supported by the Secretary Clinton, cost us 800,000 jobs nationwide.","[['Bill Clinton', 'people/person/employment_history./business/employment_tenure/title', 'Secretary']]"
298,2372,5064.json,False,Says Rep. Jim Renacci was trying to leave town for the holidays without extending your payroll tax cut.,"[['Jim Renacci', 'people/person/employment_history./business/employment_tenure/title', 'REP']]"
299,2388,10653.json,True,"Says Gov. Scott Walkers proposed reduction in university spending is about the size of the one under Democratic Gov. Jim Doyle, but Democrats didnt treat Doyles cut as so dire.","[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov'], ['Jim Doyle', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
300,2398,12047.json,False,"As a legislator, Marco Rubio flipped on a key vote after making a quick 200,000 from selling the house to the mother of the bills lobbyist.","[['Marco Rubio', 'people/person/employment_history./business/employment_tenure/title', 'Legislator']]"
301,2413,3340.json,True,Says Rep. Paul Ryans budget roadmap doesnt balance the budget until the 2060s and adds an unthinkable 62 trillion to the national debt between now and then.,"[['Paul Ryan', 'people/person/employment_history./business/employment_tenure/title', 'REP']]"
302,2418,6686.json,True,"With the auto rescue, President Barack Obama saved more than 1 million middleclass jobs all across America, including more than 28,000 in Wisconsin.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
303,2429,5628.json,False,"Says that while President Barack Obama promised to work with your employer to lower your premiums by 2,500 per family per year, his health care law raises premiums in the individual market by 2,100 per family.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
304,2451,5401.json,True,"As Virginias governor, Allen cut spending and waste with bipartisan support.","[['Woody Allen', 'organization/role/leaders./organization/leadership/person', 'Virginia']]"
305,2456,485.json,True,"The pastor McCain calls his spiritual guide, Rod Parsley, believes Americas founding mission is to destroy Islam, which he calls a false religion. ","[['Pastor', 'people/person/employment_history./business/employment_tenure/title', 'Rod Parsley'], ['Pastor', 'people/person/employment_history./business/employment_tenure/title', 'Rod Parsley']]"
306,2469,2364.json,True,Says state Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers.,"[['200', 'people/person/employment_history./business/employment_tenure/title', 'United States House of Representatives']]"
307,2470,11321.json,False,Says that President Barack Obama said an attack on Syria was going to be a pinprick.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
308,2489,358.json,False,"Hillary interned with Bob Treuhaft, the head of the California Communist Party.","[['Robert Treuhaft', 'organization/role/leaders./organization/leadership/person', 'Communist Party USA']]"
309,2494,8271.json,True,"Under Mayor Angel Taveras Providences bond rating was downgraded from A to BBB, two steps above junkbond status.","[['Angel Taveras', 'people/person/employment_history./business/employment_tenure/title', 'Mayor']]"
310,2499,10922.json,True,"In New Jersey, Gov. Christie vetoed legislation to extend early voting.","[['Wilhelm Frimann Koren Christie', 'people/person/employment_history./business/employment_tenure/title', '.gov'], ['Wilhelm Frimann Koren Christie', 'people/person/employment_history./business/employment_tenure/title', 'New Jersey']]"
311,2510,3149.json,False,Gov. Scott Walker and the Republicancontrolled state legislature have added over 140 million in new special interest spending,"[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
312,2511,6002.json,True,"When it comes to what little bit of job creation was happening in Massachusetts when Mitt Romney was governor, it was happening in the public sector at six times the rate that it was happening in the private sector.","[['Mitt Romney', 'people/person/employment_history./business/employment_tenure/title', 'Governor']]"
313,2517,13515.json,False,"Says actor Dwayne The Rock Johnson wore a Tshirt stating We Stand for the flag, we kneel for the fallen.","[['Dwayne Johnson', 'people/person/employment_history./business/employment_tenure/title', 'Actor']]"
314,2531,4898.json,False,"President Barack Obama has now spent three years proving that he kills jobs in energy, he kills jobs in manufacturing.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
315,2532,13459.json,False,Margaret Sanger wanted a black Christian leader to be like a Judas goat and lead the blacks to genocide. Remember that? And they picked Martin Luther King as their spokesman.,"[['Margaret Sanger', 'people/person/religion', '200'], ['Margaret Sanger', 'people/person/employment_history./business/employment_tenure/title', 'Leadership']]"
316,2573,6634.json,True,"Under President Bush in eight years, we added 4.9 trillion to the debt. Under President Obama, weve added 5.3 trillion to the debt in the 3.5 years hes been in office.","[['George W. Bush', 'people/person/employment_history./business/employment_tenure/title', 'President'], ['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
317,2585,6382.json,False,"In 2010, Betty Sutton voted to destroy Medicare.","[['Betty Sutton', 'organization/role/leaders./organization/leadership/person', 'Medicare (USA)']]"
318,2596,1071.json,False,White House spokesman Robert Gibbs lied when he said President Obamas birth certificate is posted on the Internet.,"[['Robert Gibbs', 'people/person/employment_history./business/employment_tenure/title', 'The Spokesman-Review'], ['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President'], ['Robert Gibbs', 'organization/role/leaders./organization/leadership/person', 'White House']]"
319,2232,402.json,False,The board of a nonprofit organization on which Obama served as a paid director ... granted funding to a controversial Arab group.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'Director (business)']]"
320,2234,491.json,True,"McCain voted against a bill to ban waterboarding, and then applauded President Bush for vetoing that ban.","[['John McCain', 'people/person/employment_history./business/employment_tenure/title', 'George W. Bush'], ['George W. Bush', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
321,2246,3322.json,False,Wisconsin Gov. Scott Walkers estimate of a 3.6 billion state budget deficit is manufactured and a bogus figure.,"[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
322,2262,9349.json,True,Governor Scott Cut Taxes 40 Times For Florida Families,"[['Gabriel Scott', 'people/person/employment_history./business/employment_tenure/title', 'Governor']]"
323,2263,1954.json,True,"Every day, oil continues to pour into the Gulf of Mexico. ... Even with disaster on our coast..., Richard Burr voted to let big oil off the hook.","[['List of gulfs', 'location/country/languages_spoken', 'Mexico']]"
324,2279,5669.json,True,"Tim Kaine reduced higher education funding by 25 percent when he was governor, driving up tuition...","[['Tim Kaine', 'people/person/employment_history./business/employment_tenure/title', 'Governor']]"
325,2287,10239.json,False,"Keystone XL allows Canada to pump their oil, send it through our land, down to the Gulf, where it will be sold everywhere else.","[['Keystone Pipeline', 'organization/organization/headquarters./location/mailing_address/country', 'Canada']]"
326,2292,8611.json,True,"Just days ago, Irans Supreme Leader Ali Khamenei, who will oversee implementation of this agreement, was calling Israel a rabid dog and accusing the United States of war crimes.","[['Ali Khamenei', 'people/person/employment_history./business/employment_tenure/title', 'Supreme leader']]"
327,2296,2041.json,True,"Attorney General McCollum, SpeakerDesignate Cannon, Senate PresidentDesignate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.","[['Mike Haridopolos', 'organization/role/leaders./organization/leadership/person', 'USAs senat'], ['CRIST', 'people/person/employment_history./business/employment_tenure/title', 'Governor'], ['Mike Haridopolos', 'organization/role/leaders./organization/leadership/person', 'USAs senat'], ['CJ McCollum', 'people/person/employment_history./business/employment_tenure/title', 'United States Attorney General'], ['CJ McCollum', 'organization/role/leaders./organization/leadership/person', '200']]"
328,2317,11042.json,True,Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.,"[['County', 'location/hud_county_place/county', 'Jasper'], ['County', 'location/hud_county_place/county', 'Texas']]"
329,2328,6166.json,True,"As Massachusetts governor, Mitt Romney used a lineitem veto to cut millions of dollars for firefighting equipment, including firefighters coats, pants, helmets and boots.","[['Mitt Romney', 'people/person/employment_history./business/employment_tenure/title', 'Governor (United States)'], ['Mitt Romney', 'people/person/employment_history./business/employment_tenure/title', 'Governor']]"
330,2331,2194.json,False,"Over the time that President Obama has been in office, we have lost 2.5 million free enterprise system jobs, and, yet, 500,000 federal government jobs have been added.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
331,2342,10236.json,False,Austin mayoral candidate Steve Adler has never been active in anything that has to do with City Hall.,"[['Steven Adler', 'people/person/employment_history./business/employment_tenure/title', 'Candidate']]"
332,2346,11432.json,False,"In Milwaukee County, juveniles arrested for car theft get sent immediately home, because under the point system in juvenile court on holding suspects, a stolen car gets zero points.","[['County', 'location/hud_county_place/county', 'Milwaukee']]"
333,2353,6027.json,True,Figures cited by Gov. Scott Walker are not commonly used to measure job creation.,"[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
334,2355,4411.json,True,"The day President Obama took office, gasoline was 1.79 a gallon.","[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
335,2372,6897.json,True,"On ending the war in Iraq, Gov. Romney said that was a tragic mistake, we should have left 30,000 troops there.","[['Mitt Romney', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
336,2385,10664.json,False,Says Ted Cruz just flipflopped about the president needing to be U.S.born.,"[['Ted Cruz', 'people/person/employment_history./business/employment_tenure/title', 'President'], ['Ted Cruz', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
337,2387,7563.json,True,"If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done.","[['Wayne LaPierre', 'organization/role/leaders./organization/leadership/person', 'National Rifle Association of America']]"
338,2393,7347.json,True,Says Gov. John Kasich can remove the president of the State Board of Education.,"[['John Kasich', 'people/person/employment_history./business/employment_tenure/title', '.gov'], ['John Kasich', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
339,2397,8112.json,False,A judge took the Star Scientific tax case away from Ken Cuccinelli,"[['Judge', 'people/person/employment_history./business/employment_tenure/title', 'Ken Cuccinelli']]"
340,2406,7652.json,False,"Gov. Scott Walker is more than halfway to his 250,000 jobs goal.","[['Scott Walker (sanger)', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
341,2409,1729.json,True,"U.S. Rep. Bill Young has accepted 737,000 from lobbyists and recipients of his earmarks.","[['Bill Young', 'people/person/employment_history./business/employment_tenure/title', 'REP']]"
342,2411,1550.json,True,Debt has almost doubled in Austin under Gov. Perry.,"[['Katy Perry', 'people/person/employment_history./business/employment_tenure/title', '.gov']]"
343,2419,6032.json,True,Georgia Public Service Commission member Stan Wise has received about 95 percent of his campaign money from the utilities he is supposed to be regulating.,"[['200', 'organization/role/leaders./organization/leadership/person', 'Georgia Public Service Commission']]"
344,2423,3744.json,True,Says Rick Perry turned down our invitation to meet President Barack Obama in El Paso.,"[['Barack Obama', 'people/person/employment_history./business/employment_tenure/title', 'President']]"
345,2433,4388.json,False,Mayor Fung wants to punish our childrens education by removing 12 million dollars from current funding to pay for his private charter school. Your taxes would increase by between 6 and 8 percent per year.,"[['Fung', 'people/person/employment_history./business/employment_tenure/title', 'Mayor']]"
346,2437,3959.json,True,"Says an alternative to Social Security that operates in Galveston County, Texas, has meant that participants will retire with a whole lot more money than under Social Security.","[['County', 'location/hud_county_place/county', 'Galveston']]"
